,age_dependency_ratio_normalized,ages_65_and_older_percentage_normalized,agricultproductstotal-export_value_base_price_normalized,agricultproductstotal-import_value_base_period_price_normalized,annual_co_emissions_per_country_normalized,births_per_1000_normalized,co_emissions_per_capita_international_normalized,daily_per_capita_fat_supply_normalized,daily_per_capita_protein_supply_normalized,daily_per_capita_supply_of_calories_normalized,deaths_per_1000_normalized,democracy_scores_normalized,exports_of_goods_and_services_percentage_of_gdp_normalized,fertility_rate_normalized,food_excl_fish-export_value_base_price_normalized,food_excl_fish-import_value_base_period_price_normalized,gross_capital_formation_normalized,historical_gov_spending_gdp_normalized,imports_of_goods_and_services_percentage_of_gdp_normalized,infant_mortality_per_1000_normalized,life_expectancy_female_normalized,life_expectancy_male_normalized,life_expectancy_normalized,military_expenditure_as_share_of_gdp_normalized,population_estimates_and_projections_normalized,pupil-teacher_ratio_processed,rural_population_percentage_normalized,share_of_a_countrys_population_that_is_not_born_within_the_country_normalized,surface_area_sq_km,trade_as_share_of_gdp_normalized,young_pregnancies_normalized,gdp_per_capita
El Salvador : 2010,1.16707050658,0.939855453167,0.000807447163654,0.00119557007764,0.000202722373839,0.988201738004,0.00101168672597,0.00388128874533,0.00500182967671,0.00513528358404,0.988201738004,1.06535061189,0.898902258467,0.903055991455,0.00065753852419,0.00123644107215,0.551146988614,,1.5202590121,0.456,1.04812966089,0.978668944562,1.0139384348,0.000938448515827,0.000735177415126,30.0119020977,0.735738491397,0.000278964282045,21040.0,0.0687682933263,1.49954999116,3474.39244489
El Salvador : 2011,1.14439027232,0.946554076115,0.000862671707372,0.00130305269167,0.000200856114568,0.984526708718,0.00105745505816,0.00391997261015,0.00502603519009,0.0051861770087,0.984526708718,1.0694329176,0.916522069277,0.892422704732,0.000664753744606,0.00138619016541,0.587799060407,,1.55078410765,0.455801104972,1.04766055717,0.97894870594,1.01382878567,0.000953799293316,0.000730399129378,29.2856807709,0.73271060926,,21040.0,0.0746432436264,1.46983532496,3736.58713036
El Salvador : 2012,1.11840614845,0.951709212874,0.000846122713245,0.00120429345449,0.000197702301028,0.979150252541,0.00103480390466,0.00388008013396,0.00512075899352,0.00521796578858,0.979150252541,1.07148396232,0.838891169332,0.880475367965,0.000686884963359,0.00127729070741,0.582224637442,,1.46368940326,0.458452722063,1.04783420828,0.979653336605,1.01425050315,0.000941898746935,0.000725770417702,28.9934068185,0.729759064409,,21040.0,0.0696988695535,1.44197665607,3827.78626661
El Salvador : 2013,1.09191387367,0.955366415691,0.000859908720785,0.00108571616613,0.000184356459236,0.98014725636,0.000981251095146,0.00411065899291,0.00507848340523,0.00522930194805,0.98014725636,,0.867588241516,0.873051547177,0.000716487223951,0.00113968434428,0.620016566022,,1.52797568911,0.456973293769,1.04775078106,0.980268902604,1.01450380516,0.000975322092421,0.000721343815723,28.9791598728,0.726802531387,,21040.0,0.0719488331657,1.44931547974,3895.66449099
El Salvador : 2014,1.06893700593,0.957272722536,,,0.00018456760677,0.976063478498,0.000977107761027,,,,0.976063478498,,0.857582309689,0.863621185564,,,0.560493103146,,1.46651611911,0.457055214724,1.0476893907,0.981010852755,1.01483561861,0.00093157921836,0.000717152316444,29.2203557644,0.723844247072,,21040.0,0.0695346853605,1.45929273145,3988.77187106
El Salvador : 2015,1.05125453922,0.957436627899,,,,0.97950349352,,,,,0.97950349352,,0.878097289687,0.856626019039,,,0.574134504035,,1.461039221,0.454258675079,1.04797536501,0.982051722315,1.01550023486,0.000951929845841,0.000713219090808,29.6944103241,0.720895980853,,21040.0,0.0676855130863,1.47200238283,4127.11774995
Somalia : 2001,1.69339020092,0.378550229379,,,2.09128249655e-05,2.27522131856,7.35077918259e-05,,,,2.27522131856,0.85733948567,0.496196299746,2.86890519757,,,,,2.01497581197,2.0486381323,0.75248473603,0.753853249359,0.7534712135,,0.0012264860152,31.8245225566,1.25180922831,0.0001143624182,637660.0,0.0640829855912,2.33181830318,
Somalia : 2002,1.73006475067,0.374133111844,,,2.38954157392e-05,2.27805053797,7.34726865288e-05,,,,2.27805053797,0.850795082544,,2.86772250796,,,,,,2.12727272727,0.753775875221,0.754849708166,0.754615922646,,0.00124821917257,32.265142487,1.25642281832,0.00011212755916,637660.0,,2.40533968787,
Somalia : 2003,1.76125812153,0.370192668003,,,2.30079974095e-05,2.28012660602,7.14745193339e-05,,,,2.28012660602,0.850421048453,,2.86068018582,,,,,,2.20754716981,0.754859440351,0.755617928095,0.755544743904,,0.00126923763191,32.7709736302,1.26106857383,0.000109897133545,637660.0,,2.47180287906,
Somalia : 2004,1.78906212742,0.36631406813,,,2.19695363899e-05,2.27752297413,7.08390890093e-05,,,,2.27752297413,0.844560958365,,2.84911137952,,,,,,2.28913043478,0.75525970964,0.755919119359,0.755896054937,,0.00129063486056,33.3456550568,1.26579051902,0.000107684356567,637660.0,,2.53209223793,
Somalia : 2005,1.81437113075,0.362266100755,,,2.12587405246e-05,2.27559730388,7.03432751829e-05,,,,2.27559730388,0.840752446252,,2.84175001969,,,,,,2.3769751693,0.756651774199,0.757277108953,0.757271721525,,0.00131317673793,33.9928258373,1.27055078131,0.000105502443438,637660.0,,2.58111379928,
Somalia : 2006,1.83244278211,0.359813596554,,,2.05453105899e-05,2.27748543416,6.89369915897e-05,,,,2.27748543416,0.813655536071,,2.82143528358,,,,,,2.45093457944,0.757627304753,0.758188924126,0.758205705945,,0.00133690001939,34.7161250421,1.27507140642,0.000103610168057,637660.0,,2.62167715464,
Somalia : 2007,1.84979980596,0.356625838436,,,2.0465226375e-05,2.27305381648,6.83386865304e-05,,,,2.27305381648,0.82226650618,0.48512816379,2.79849273657,,,,,2.07008238544,2.50966183575,0.7588550984,0.759455501254,0.759444819457,2.8254620004e-10,0.00136141124967,35.5191917419,1.27949161042,0.000102183558784,637660.0,0.0739283030339,2.65038439384,
Somalia : 2008,1.86334302547,0.3529120208,,,1.96577183694e-05,2.2693952572,6.83550360573e-05,,,,2.2693952572,0.807355020946,0.483363428436,2.77550382161,,,,,2.07552144915,2.54862842893,0.760375975117,0.760982147374,0.760960143954,-1.4657020775e-08,0.00138650692273,35.5191917419,1.28402963844,0.000101111712518,637660.0,0.0749492890002,2.5936586818,
Somalia : 2009,1.86866296111,0.348978829612,,,1.9733598837e-05,2.2737247347,7.18132854578e-05,,,,2.2737247347,0.821984326863,0.481821588128,2.75897571957,,,,,2.07970141416,2.58397932817,0.761513005416,0.76218968927,0.762119976653,-2.20007608857e-08,0.00141190425068,35.5191917419,1.28834493489,0.00010028372616,637660.0,0.0757711708075,2.53511262638,
Somalia : 2010,1.86435005598,0.344852955317,,,1.92246657757e-05,2.28046942363,6.97714983429e-05,,,,2.28046942363,0.810358026317,0.480551005033,2.73747568977,,,,,2.08247577173,2.608,0.763192949957,0.763946839499,0.763828642878,-2.17152627676e-08,0.00143743264721,35.5191917419,1.29251746342,9.95886966097e-05,637660.0,0.0763718436603,2.47996975221,
Somalia : 2011,1.86364295689,0.342070254702,,,1.82797897979e-05,2.28246430345,7.04970038773e-05,,,,2.28246430345,0.823655549335,0.479600041315,2.71498741916,,,,,2.08369801312,2.6270718232,0.764859162996,0.76578993487,0.765571466823,-1.37671150565e-08,0.00146310767763,35.5191917419,1.29640458778,,637660.0,0.0767292027633,2.42912563668,
Somalia : 2012,1.85305778786,0.338945942328,,,1.80619603581e-05,2.27724561472,6.89869269773e-05,,,,2.27724561472,0.8550163779,0.479017059141,2.68329598879,,,,,2.08322162961,2.65329512894,0.767320457376,0.768238171412,0.768015706817,1.87709361215e-09,0.00148902366204,35.5191917419,1.30018750487,,637660.0,0.076821143321,2.3813165177,
Somalia : 2013,1.83630479116,0.335232337033,,,1.80124615852e-05,2.28415535013,7.0089363939e-05,,,,2.28415535013,,0.478850420676,2.65926234602,,,,,2.08090011246,2.67359050445,0.769951131604,0.770898914115,0.770653465148,2.52507746026e-08,0.00151547541126,,1.30363634176,,637660.0,0.0766255605381,2.35996321794,407.543235411
Somalia : 2014,1.81859541529,0.330434035076,,,1.78752758015e-05,2.27765415246,6.9793411502e-05,,,,2.27765415246,,0.479056830422,2.62579837417,,,,,2.07536014151,2.68098159509,0.772952811675,0.773939368701,0.773669496324,5.27552215067e-08,0.00154285270265,,1.30680216981,,637660.0,0.0761643350452,2.34184835716,417.890014338
Somalia : 2015,1.80243907634,0.324386827805,,,,2.28818095402,,,,,2.28818095402,,0.493686893726,2.595156883,,,,,2.14991614484,2.68138801262,0.776504390135,0.777466567682,0.777212171926,3.53636075523e-08,0.00157141447369,,1.30965441926,,637660.0,0.0761518987342,2.32690099326,426.009853662
Serbia : 2001,0.867299059771,1.98232446706,,,,0.493224540525,,,,,0.493224540525,1.08850648732,0.880499205018,0.598556742659,,,0.804786558182,0.0371504191,1.52227420569,0.206225680934,1.0683240616,1.05580412829,1.06254138229,0.00402757119792,,,0.8776977347,0.00471396699998,88360.0,0.0601871906911,0.489542267552,1634.87506069
Serbia : 2002,0.875356383061,1.99434069526,,,,0.494226288564,,,,,0.494226288564,1.09166568274,0.811078044784,0.599271174962,,,0.910261741309,0.04669022214,1.58376147013,0.20404040404,1.06457499702,1.05276582078,1.05914028666,0.00420995410625,,,0.880809306781,0.00447258565527,88360.0,0.0593705465849,0.4850824918,2149.90940419
Serbia : 2003,0.881426819357,2.00084145302,,,,0.508999705665,,,,,0.508999705665,1.09090111778,0.844660034057,0.610698374792,,,0.92825032858,0.04641046406,1.57584478116,0.1928721174,1.06216637882,1.05114020804,1.05711937868,0.00344790847102,,,0.884048864749,0.00423048722567,88360.0,0.0615130556648,0.483922086186,2832.49065231
Serbia : 2004,0.884292057491,2.00152955735,,,,0.507792738531,,,,,0.507792738531,1.08382978508,0.877444835979,0.606276072899,,,1.21314904801,0.04420047027,1.89975417573,0.180434782609,1.06279440251,1.04720731372,1.05547885088,0.00297316156374,,,0.887469713836,0.00400350605688,88360.0,0.0748527160666,0.480818042892,3331.22876561
Serbia : 2005,0.88381649251,1.99601709099,,,,0.471984387445,,,,,0.471984387445,1.08012784778,0.945453526242,0.564070845797,,,0.997053686444,0.04337506355,1.70957063025,0.17381489842,1.06015668272,1.04587642976,1.05348855992,0.00239791541622,,,0.891015764439,0.00380747649459,88360.0,0.0742800726653,0.474942914032,3528.13100776
Serbia : 2006,0.880007697351,1.97912775917,,,0.00186784774302,0.469362384838,0.00517027436923,0.00588748424592,0.00571159662289,0.00571392952128,0.469362384838,1.07369135528,1.00848283154,0.558274865852,,,0.988539847574,0.04678370106,1.76339064354,0.170560747664,1.06214652908,1.04949901908,1.05627569885,0.00230352490108,0.00114418999084,,0.894522774561,0.00363254054286,88360.0,0.0808655866313,0.466996698144,4129.75874103
Serbia : 2007,0.873012530987,1.95626207335,,,0.00176358471864,0.453508962779,0.00498872411672,0.00559234200835,0.00567248281767,0.00559916652053,0.453508962779,1.11947784433,0.939991832335,0.540582303537,,,1.13240457785,0.04611056482,1.81448899321,0.171497584541,1.06293902825,1.0461104103,1.05497667299,0.00241146998198,0.00112666258965,17.0404491425,0.898078170932,0.00346110054557,88360.0,0.0810271654429,0.456543792396,5458.12171842
Serbia : 2008,0.865394424406,1.93187895553,,,0.00170290978582,0.464533674876,0.00498991763218,0.00574555126509,0.00579325201545,0.00559755204777,0.464533674876,1.07430019966,0.94739285444,0.5506952027,,,1.18771322091,0.04543424646,1.79267221029,0.174563591022,1.0600178298,1.0475938275,1.05423211548,0.00225668338073,0.0011097067602,16.5885295868,0.906205239595,0.0032973813581,88360.0,0.0832558676172,0.453470939743,6701.77391278
Serbia : 2009,0.860589418881,1.91296335559,,,0.00152469290646,0.478584434061,0.00499102333932,0.00559814213428,0.00568872315788,0.00565762744523,0.478584434061,1.11821243013,1.01151098925,0.57057662447,,,0.833096338347,0.0466869972,1.65085483324,0.175710594315,1.05658551945,1.04425574344,1.05082774643,0.00228616844308,0.00109314769178,16.1840190887,0.914425743951,0.00314560783587,88360.0,0.0695913312887,0.450147006104,5821.30539706
Serbia : 2010,0.860389522663,1.90349272437,,,0.00144265575749,0.473450373967,0.00481423338566,0.00555937731238,0.0058328524339,0.00556407465865,0.473450373967,1.08633150947,1.14190538194,0.558180303769,,,0.764316008981,0.04738405885,1.70042712877,0.176,1.05654082355,1.04600360564,1.05166060851,0.00221067339956,0.00107686044563,16.3544502258,0.92275294021,0.00301000483428,88360.0,0.0808540021157,0.447505025653,5411.87740392
Serbia : 2011,0.86450867828,1.91005087752,,,0.00148697781011,0.462242959929,0.00525202678886,0.00524084018635,0.00585480010233,0.00558684342324,0.462242959929,1.08029867089,1.11293155758,0.561776882475,,,0.822762385633,0.04664110501,1.64085744592,0.17679558011,1.05490276527,1.04475367713,1.05019914785,0.00212401049524,0.00106079346342,15.4810199738,0.931068959941,,88360.0,0.0833496411747,0.445746515075,6423.29178335
Serbia : 2012,0.873172436805,1.92237318242,,,0.00130742479315,0.474894255469,0.00462212410748,0.00519664243467,0.0058705894991,0.0055401379631,0.474894255469,1.08309012433,1.20906210104,0.583762818267,,,0.864973586731,,1.77982687102,0.177650429799,1.05543332824,1.04550728067,1.05082509332,0.00209517465341,0.00104492041245,15.6341104507,0.93956505821,,88360.0,0.0905249537433,0.444685881024,5659.38020404
Serbia : 2013,0.884816736496,1.93842763036,,,0.00132814776989,0.474672567169,0.00480112142982,0.00522184419771,0.00580741176047,0.00553571428571,0.474672567169,,1.35543772966,0.579333509264,,,0.731512715724,,1.74025508237,0.178041543027,1.05723741719,1.04627348323,1.05210178499,0.002020687527,0.00102939881613,15.1570396423,0.947699534498,,88360.0,0.0931096670692,0.437282742925,6353.82638279
Serbia : 2014,0.89738991121,1.95459018132,,,0.00110611345201,0.481840349808,0.00404801786711,,,,0.481840349808,,1.43274683003,0.593079459512,,,0.719487121838,,1.82501203701,0.184049079755,1.05517027741,1.04584459825,1.05084107829,0.0020659396967,0.00101440815473,15.7096996307,0.955508726799,,88360.0,0.0975988658067,0.430370192146,6200.17322102
Serbia : 2015,0.909898947733,1.96834954808,,,,0.487393391639,,,,,0.487393391639,,1.58934720291,0.595275577247,,,0.779254209972,,1.96762475316,0.186119873817,1.05361442814,1.04584847957,1.05006343764,0.00194872327164,0.00100006683175,15.2429304123,0.962963985723,,88360.0,0.103100039525,0.423911906322,5237.25533423
South Sudan : 2001,1.54997051074,0.437767866878,,,,1.99568043849,,,,,1.99568043849,,,2.3256581286,,,,,,2.03307392996,0.724095804633,0.734936758727,0.72977534955,,,,1.57210176922,,,,2.24046875049,
South Sudan : 2002,1.56866295718,0.43641118983,,,,1.99144681236,,,,,1.99144681236,,,2.31082018676,,,,,,2.01414141414,0.726465977964,0.738038684371,0.732511457231,,,,1.58435659709,,,,2.27226043752,
South Sudan : 2003,1.58316781185,0.435615674692,,,,1.98625130426,,,,,1.98625130426,,,2.29261547115,,,,,,1.99161425577,0.728736653378,0.741031290015,0.735145568311,,,,1.59694872849,,,,2.2502215403,
South Sudan : 2004,1.59496509548,0.435832426173,,,,1.97637769958,,,,,1.97637769958,,,2.27256986561,,,,,,1.96956521739,0.730287560367,0.743502232639,0.73715599252,,,,1.60992489113,,,,2.21828172594,
South Sudan : 2005,1.60566493643,0.437070854824,,,,1.96632588464,,,,,1.96632588464,,,2.25745042632,,,,,,1.95033860045,0.732798248837,0.746952431377,0.740135863303,,,,1.62328126008,,,,2.17279282978,
South Sudan : 2006,1.61439804578,0.436934455059,,,,1.95917150782,,,,,1.95917150782,,,2.23348986541,,,,,,1.92523364486,0.735058435666,0.750065683131,0.742812334221,,,,1.63666384083,,,,2.11718590693,
South Sudan : 2007,1.62102664627,0.437383467589,,,,1.94674378838,,,,,1.94674378838,,,2.20855291837,,,,,,1.90579710145,0.737915894275,0.753819194107,0.746108829595,,,,1.65027359492,,,,2.04970508008,
South Sudan : 2008,1.62452940586,0.438192386097,,,,1.93567228843,,,,,1.93567228843,,2.14835596581,2.18389983242,,,0.544479803203,,1.03440761821,1.88778054863,0.741500461803,0.75821990839,0.750092431775,0.00576137761378,,,1.66433706791,,,0.097266297663,1.97531359759,1678.71186161
South Sudan : 2009,1.62285504857,0.439170566429,,,,1.9320353898,,,,,1.9320353898,,2.27248950186,2.16541753662,,,0.527017297263,,1.33326110047,1.88888888889,0.745106312409,0.762584575895,0.754064692949,0.00496849780547,,,1.67833351515,,,0.0948357638397,1.89922962177,1264.78990774
South Sudan : 2010,1.61472666602,0.440126952443,,,,1.93087165281,,,,,1.93087165281,,2.1301835332,2.14341236647,,,0.426963728819,,1.04708515209,1.88266666667,0.749457919251,0.767618049926,0.758746663273,0.00414068965517,,,1.69225621257,,,0.0909434482759,1.82534130883,1562.2393457
South Sudan : 2011,1.60969497953,0.438250498214,,,,1.92592767315,,,,,1.92592767315,0.873431331268,2.16440889201,2.12110900055,,,0.388894200496,,0.902315349753,1.88674033149,0.753831876318,0.772624365174,0.763423988264,0.0059052123214,,49.8998413086,1.7059400831,,644330.0,0.0932268598454,1.7541259737,1706.0907133
South Sudan : 2012,1.59970339482,0.435877274043,,,3.94969374096e-05,1.91489619141,0.000103480390466,,,,1.91489619141,0.875129775112,0.331389657101,2.09228645968,,,0.460167635585,,1.50297148063,1.89398280802,0.758822516772,0.777883446048,0.768538670646,0.00953075280066,0.00126206182195,48.8171830177,1.71965233396,,644330.0,0.05538119524,1.68446002014,958.455008128
South Sudan : 2013,1.58520562962,0.432396012584,,,4.28609778683e-05,1.91391074773,0.000105134045909,,,,1.91391074773,,0.532805234065,2.06980062855,,,0.439364252125,,1.27842057671,1.89910979228,0.763640279242,0.782903677359,0.773449763703,0.00740692438263,0.00128989030173,47.9313716888,1.73307098865,,644330.0,0.0543287810146,1.60251616914,1186.10132462
South Sudan : 2014,1.56752372269,0.42680628521,,,4.39344128133e-05,1.90145600408,0.000104690117253,,,,1.90145600408,,0.665614083317,2.0400308532,,,0.426143502597,,1.14478188004,1.9018404908,0.76844804626,0.787773824032,0.778283766444,0.00979910547477,0.0013165472404,47.2424073219,1.7462568176,,644330.0,0.0541638639979,1.52062917654,1151.86171519
South Sudan : 2015,1.54757764224,0.418878975385,,,,1.90319258251,,,,,1.90319258251,,0.332929312141,2.01333616469,,,0.464207542305,,2.00780677113,1.90220820189,0.77338806577,0.792638533981,0.78318989978,0.0127773753669,0.00134250572816,46.750289917,1.75914738418,,644330.0,0.0673556725364,1.43829732053,758.720578206
Sao Tome and Principe : 2001,1.65415581383,0.661393657885,1.15705982022e-05,3.10234795278e-05,2.13707700377e-06,1.86847548081,0.00036753895913,0.00500136699171,0.00384854998807,0.00517439920791,1.86847548081,1.10879054281,,1.97978325135,1.51709264354e-05,3.09998112154e-05,,0.05334028433,,1.09338521401,0.930538746297,0.93626768388,0.933763490694,,1.86955944087e-05,33.7065331158,0.860330090886,0.0016940401027,960.0,,1.87023538189,510.021638111
Sao Tome and Principe : 2002,1.65813746357,0.649241633428,1.0772962608e-05,3.35369536542e-05,2.38954157392e-06,1.87996076688,0.000404099775908,0.0050605653535,0.00394118882207,0.00526570399894,1.87996076688,1.11926833853,,1.97492296768,1.44530872552e-05,3.23121563167e-05,,0.04596028287,,1.09090909091,0.930523713392,0.935587094269,0.933417900938,,1.89094534805e-05,32.6674194336,0.850298084575,0.00163903221304,960.0,,1.89984324469,555.818537789
Sao Tome and Principe : 2003,1.66003416751,0.635610560779,1.23120564327e-05,3.18065173169e-05,2.55644415661e-06,1.88699636165,0.000428847116003,0.00514772128017,0.00431936827922,0.00534566576577,1.88699636165,1.0907062238,,1.96767784532,1.65013907301e-05,3.28337912066e-05,,0.04673538308,,1.08595387841,0.931043282974,0.935334331905,0.933556471434,,1.91451472003e-05,32.5106001509,0.840661142253,0.00158270171189,960.0,,1.92340250024,649.340215336
Sao Tome and Principe : 2004,1.66453848524,0.618894252028,8.40163784414e-06,3.14427688355e-05,2.7122884432e-06,1.88560370241,0.000460454078561,0.00492827455247,0.00431619281045,0.00531973445782,1.88560370241,1.08174696094,,1.95861926226,1.13966593545e-05,3.20823083154e-05,,0.05455207244,,1.07826086957,0.931021973345,0.934797088648,0.933279193078,,1.93883562133e-05,32.0602798462,0.831494765225,0.00152783293941,960.0,,1.94069744936,693.304568312
Sao Tome and Principe : 2005,1.67253031678,0.599077485391,8.03560096004e-06,3.32588244985e-05,2.7557626606e-06,1.88049284759,0.00049240292628,0.00504117542591,0.00427091543662,0.00535662814355,1.88049284759,1.07940085117,,1.95363019834,1.08468914034e-05,3.68430889633e-05,,0.04692643732,,1.07223476298,0.932138556309,0.935418768079,0.934150341078,,1.96322438952e-05,30.7757606506,0.8227504057,0.00147721023575,960.0,,1.94810171834,810.860156981
Sao Tome and Principe : 2006,1.67654344857,0.577122787809,9.59689748469e-06,3.62367791809e-05,2.91692681215e-06,1.87534279796,0.000517027436923,0.00509290089654,0.00424997910928,0.00530668218085,1.87534279796,1.07395571251,,1.94185956836,1.25094339749e-05,3.7809218632e-05,,0.04979759738,,1.06542056075,0.932413914263,0.935032473529,0.934084316145,,1.98730774739e-05,29.5444509722,0.8143052125,0.00143166946027,960.0,,1.94809947303,843.800944749
Sao Tome and Principe : 2007,1.68088254445,0.553524646149,5.44207072261e-06,3.76838570491e-05,2.8355434134e-06,1.8636660619,0.000478370805713,0.00502773382602,0.00420374077245,0.00518036371889,1.8636660619,1.08550567742,,1.93003551415,7.35192395478e-06,4.02464002051e-05,,0.04034773503,,1.06038647343,0.932607419292,0.934594155278,0.933953316324,,2.01155523556e-05,28.3599316025,0.806251976107,0.0013899514286,960.0,,1.93850290995,894.092798771
Sao Tome and Principe : 2008,1.68466227319,0.527858776532,4.34562215325e-06,3.02441430264e-05,2.75687513717e-06,1.85269866714,0.000478485252401,0.00503874922367,0.00412940875322,0.00507111070897,1.85269866714,1.06479480901,,1.91956613513,5.88704169369e-06,3.42171523161e-05,,0.03207380041,,1.05735660848,0.932718821753,0.933930631855,0.933668302994,,2.03553455352e-05,27.2325689672,0.798728369566,0.0013516979153,960.0,,1.92996776066,1126.46210206
Sao Tome and Principe : 2009,1.68648293099,0.502043804628,8.21675133757e-06,3.90779695773e-05,3.0266255885e-06,1.84878163929,0.000538599640934,0.00515714177824,0.00416031322014,0.00499142131491,1.84878163929,1.07585803272,,1.91579026341,1.10020931708e-05,4.6365580524e-05,,0.05037179004,,1.05943152455,0.931792713447,0.932224945198,0.932338551998,,2.05988726316e-05,26.1727294922,0.791539779475,0.00131655069493,960.0,,1.9204086025,1099.57104572
Sao Tome and Principe : 2010,1.68522782882,0.475852933615,6.67679487554e-06,3.31936372748e-05,3.10817949668e-06,1.84701049614,0.000558171986743,0.00504427418166,0.0040060290166,0.00483512983181,1.84701049614,1.08123304376,,1.90897663889,8.97341916473e-06,3.58085551483e-05,,0.04949247238,,1.06133333333,0.930867350785,0.930520728453,0.931012935835,,2.08433219684e-05,27.5968984791,0.784747895861,0.00128415154205,960.0,,1.91380953511,1129.75496147
Sao Tome and Principe : 2011,1.67187959739,0.451935450916,6.13301555944e-06,3.33066983903e-05,3.10202493541e-06,1.8408952869,0.000563976031019,0.0051049566838,0.00375188930608,0.00476506843014,1.8408952869,1.08123304376,,1.90201601638,8.31417714875e-06,3.58290243674e-05,,0.04957557252,,1.06906077348,0.929284616034,0.928278152599,0.929087061761,,2.10890753312e-05,29.7971305847,0.778283918953,,960.0,,1.91105803427,1304.32618929
Sao Tome and Principe : 2012,1.6594361501,0.427873426389,5.82235044909e-06,3.43204411022e-05,3.37301669339e-06,1.82752586118,0.000586388879307,0.00507731654639,0.00377262919459,0.00476733255713,1.82752586118,1.08123304376,,1.88776817576,7.85680762091e-06,3.98210944516e-05,,,,1.07449856734,0.9281684966,0.926322342813,0.927539196002,,2.1335812887e-05,28.6500396729,0.77226685193,,960.0,,1.91138768481,1380.94995917
Sao Tome and Principe : 2013,1.64538094466,0.404695762173,6.85041761757e-06,3.2358911076e-05,3.36377294663e-06,1.82202033011,0.000595759593482,0.00512610928701,0.0037491780132,0.00487012987013,1.82202033011,,,1.87776980101,9.19313135387e-06,3.55720067261e-05,,,,1.08605341246,0.926935280572,0.924424415724,0.925964590032,,2.15851068206e-05,31.3757896423,0.766577582995,,960.0,,1.90220029368,1619.53267761
Sao Tome and Principe : 2014,1.62740060708,0.382699047572,,,3.33815391474e-06,1.80420715068,0.000593243997767,,,,1.80420715068,,,1.8596697025,,,,,,1.08895705521,0.925911918428,0.922857295973,0.924663601612,,2.1837717846e-05,32.7258110046,0.761253770465,,960.0,,1.89587804135,1821.8787339
Sao Tome and Principe : 2015,1.60452661424,0.362489577538,,,,1.79895328617,,,,,1.79895328617,,,1.84209250548,,,,,,1.09148264984,0.925372958824,0.921822311245,0.923880418723,,2.20946653082e-05,38.7764396667,0.756297316211,,960.0,,1.8924177064,1624.60396253
Suriname : 2001,1.01681822276,0.798228672238,5.76281479902e-05,0.000167366272463,9.86108388882e-05,1.0703442267,0.00499852984416,0.00467328898205,0.00429387457555,0.00539394526415,1.0703442267,1.11125964657,0.924755414224,1.06868896901,7.54648826665e-05,0.000182285464313,1.21149330151,0.02790872313,2.19514137668,0.568093385214,1.01935208662,0.980426388154,1.00043458997,,6.30667076643e-05,19.9360599518,0.631401539424,0.00255479241298,163820.0,0.0779985446614,1.03237054853,1598.07751174
Suriname : 2002,1.0217808512,0.80186871772,4.49630686025e-05,0.000177839327296,6.37708907539e-05,1.06310925976,0.00326953455053,0.00518740379016,0.0042538856738,0.00547333541678,1.06310925976,1.10446527562,0.738228272801,1.06227495536,5.85760486642e-05,0.000195829054987,0.947166593507,0.026236082,1.61906965986,0.569696969697,1.01764853115,0.978196167159,0.99845977134,,6.30420394028e-05,19.4539699554,0.635901074644,0.00264175331999,163820.0,0.0583795647224,1.04649458639,2232.51324447
Suriname : 2003,1.02704900723,0.805229817775,2.06428697433e-05,0.000186522380514,5.97923883295e-05,1.05468580521,0.00307340433136,0.00523178037156,0.00415677093723,0.00545872254373,1.05468580521,1.10308761965,0.75936333044,1.05431889233,2.65103860058e-05,0.000203256310495,0.960001948452,0.0222219931,1.81506779727,0.574423480084,1.01652575426,0.976778429378,0.997183674928,,6.30118083103e-05,19.4189345904,0.640554967729,0.00273295673692,163820.0,0.0652992350246,1.05963169716,2603.13900877
Suriname : 2004,1.03115689331,0.808051775125,3.73284890651e-05,0.000184133944453,5.77717438401e-05,1.04290956252,0.0030460808274,0.00520116423505,0.00420444429111,0.00541287744077,1.04290956252,1.09474148863,0.945783529518,1.04572968498,4.90876607516e-05,0.000200627971092,0.912427832794,0.0234181954,1.80527809306,0.578260869565,1.01486307879,0.975473612733,0.995693766107,,6.29778065104e-05,19.5038730716,0.64537078532,0.00282139828671,163820.0,0.0742209863244,1.06932589757,3006.4877305
Suriname : 2005,1.03285589623,0.810131831058,5.36284877165e-05,0.000183886854605,5.70836551124e-05,1.0305803429,0.00305993247046,0.00511738737063,0.004253861434,0.00549969598085,1.0305803429,1.07425443031,1.05975991059,1.03944641377,7.02216320933e-05,0.000198792162247,1.00103086218,0.02505145726,1.63766889442,0.582392776524,1.01462323366,0.975942755102,0.995803164309,,6.29404970927e-05,18.6156196594,0.652831579355,0.00290007359231,163820.0,0.0755788367347,1.07357747027,3595.08805502
Suriname : 2006,1.02708779379,0.811832071808,4.75567046259e-05,0.000173144152351,6.0367702721e-05,1.01985881031,0.00324003860472,0.00508739728892,0.00431448379393,0.00546875,1.01985881031,1.06983935311,2.1663743796,1.0298804868,6.19432493711e-05,0.000189580213115,0.726838205631,0.02246906237,1.67861872537,0.584112149533,1.01377070951,0.976063734614,0.995417676553,,6.29025160779e-05,15.986700058,0.660597757619,0.00296835602264,163820.0,0.113183361088,1.0737533088,5207.90001959
