,"China, Hong Kong SAR","China, Taiwan Province of",Mozambique,Belize,Saudi Arabia,Tonga,Philippines,Syrian Arab Republic,Martinique,Belgium,Australia & New Zealand,Thailand,Indonesia,Greece,Iran (Islamic Republic of),Republic of Korea,Melanesia,Papua New Guinea,Rwanda,Portugal,Bahamas,Barbados,French Polynesia,Algeria,United Arab Emirates,Senegal,Latvia,Haiti,Ukraine,Israel,Dominica,Fiji,Cabo Verde,USSR,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Sudan (former),Réunion,China,Polynesia,Colombia,Libya,Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,South Africa,Mauritius,Saint Vincent and the Grenadines,France,Micronesia,Poland,"China, mainland",Russian Federation,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Germany,Malta,Dominican Republic,South Sudan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Guyana,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Kuwait,Cuba,Republic of Moldova,Kyrgyzstan,Argentina,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Bhutan,Qatar,Mexico,Cayman Islands,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Côte d'Ivoire,Albania,Slovakia,Jamaica,Trinidad and Tobago,Italy,Saint Pierre and Miquelon,Australia,Egypt,Lithuania,Finland,Netherlands,Oman,Guam,Turkey
2003,5.0,3556.0,461.0,53.0,7589.0,1836.0,8500.0,7300.0,-1.0,775.0,14184.0,17497.0,8887.0,5000.0,40000.0,8791.0,212.0,77.0,43012.0,642.0,-1.0,44.0,12.0,8700.0,653.0,1002.0,439.0,40.0,49600.0,750.0,85.0,135.0,71.0,-1.0,-1.0,8190.0,26.0,3480.0,466.0,3400.0,3896.0,120.0,283561.0,1848.0,3766.0,2489.0,1400.0,30.0,2791.0,5030.0,627.0,-1.0,27504.0,1380.0,72.0,5084.0,-1,1192.0,280000.0,56000.0,15000.0,5150.0,947.0,121887.0,354.0,-1.0,180.0,7718.0,-1.0,31.0,-1.0,4451.0,16800.0,24721.0,5500.0,546.0,157.0,45.0,7768.0,7600.0,6.0,1000.0,1350.0,36630.0,29138.0,2599.0,-1.0,183.0,68774.0,2000.0,81.0,19256.0,1800.0,8900.0,384288.0,1003.0,287.0,3250.0,6585.0,750.0,93.0,36991.0,15.0,25000.0,840.0,226.0,2924.0,913.0,1350.0,1800.0,400.0,1800.0,2078.0,500.0,16628.0,-1,6584.0,44489.0,37.0,93.0,200.0,-1.0,-1,22000.0
2004,5.0,3179.0,464.0,34.0,7298.0,1849.0,23708.0,9500.0,-1.0,806.0,13501.0,25055.0,10197.0,5065.0,40818.0,9452.0,218.0,78.0,43223.0,658.0,-1.0,56.0,12.0,9450.0,680.0,2206.0,365.0,41.0,52800.0,760.0,86.0,140.0,69.0,-1.0,284.0,7230.0,26.0,3397.0,558.0,3500.0,3925.0,100.0,303184.0,1861.0,3736.0,2384.0,1200.0,33.0,2835.0,5000.0,582.0,9.0,20121.0,1494.0,95.0,4778.0,-1,1253.0,300000.0,59700.0,15462.0,4649.0,1302.0,115214.0,500.0,-1.0,290.0,6663.0,-1.0,32.0,19.0,4632.0,16800.0,25357.0,6800.0,685.0,157.0,50.0,7700.0,7600.0,9.0,1100.0,1164.0,38162.0,30352.0,2640.0,-1.0,190.0,93459.0,2879.0,117.0,20000.0,1760.0,8795.0,393667.0,1048.0,317.0,3500.0,8893.0,520.0,75.0,34047.0,15.0,47949.0,862.0,224.0,2843.0,917.0,1400.0,1830.0,300.0,1652.0,1660.0,400.0,16653.0,-1,5901.0,38482.0,11.0,87.0,160.0,78.0,-1,21479.0
2005,5.0,2990.0,475.0,35.0,8038.0,1866.0,23800.0,12400.0,-1.0,892.0,14851.0,11297.0,9569.0,5085.0,41880.0,9327.0,264.0,80.0,43392.0,657.0,-1.0,25.0,12.0,10542.0,1022.0,357.0,383.0,42.0,25640.0,250.0,87.0,184.0,70.0,-1.0,320.0,9080.0,27.0,3575.0,-1.0,3600.0,3950.0,90.0,307995.0,1878.0,3510.0,2161.0,1300.0,46.0,2756.0,5050.0,575.0,10.0,18940.0,1379.0,85.0,4617.0,-1,1672.0,305000.0,58930.0,16089.0,4200.0,1173.0,108541.0,369.0,-1.0,80.0,8541.0,-1.0,32.0,19.0,4324.0,16900.0,25398.0,7800.0,786.0,155.0,44.0,7000.0,9500.0,10.0,1100.0,220.0,37312.0,31573.0,2682.0,-1.0,249.0,89304.0,2412.0,100.0,19676.0,1770.0,9000.0,403218.0,1011.0,231.0,3750.0,6783.0,1150.0,66.0,34853.0,15.0,2852.0,965.0,223.0,3049.0,1004.0,1500.0,1850.0,400.0,1825.0,1771.0,180.0,16736.0,-1,5351.0,39200.0,26.0,80.0,165.0,155.0,-1,21705.0
2006,5.0,3465.0,498.0,70.0,6210.0,1884.0,13624.0,8400.0,-1.0,809.0,14408.0,11657.0,12458.0,5036.0,42327.0,9667.0,331.0,81.0,43000.0,690.0,-1.0,15.0,15.0,11403.0,578.0,848.0,461.0,43.0,24400.0,273.0,87.0,250.0,75.0,-1.0,335.0,8160.0,27.0,3440.0,742.0,3750.0,3900.0,80.0,318470.0,1899.0,3600.0,2071.0,1450.0,37.0,2994.0,5100.0,466.0,13.0,10000.0,1469.0,80.0,4750.0,-1,1830.0,315000.0,62590.0,2850.0,5854.0,1211.0,110000.0,351.0,2165.0,75.0,7886.0,-1.0,33.0,19.0,4466.0,16900.0,26201.0,8800.0,773.0,152.0,43.0,7400.0,7418.0,25.0,1200.0,232.0,37191.0,33040.0,2724.0,-1.0,250.0,70650.0,3106.0,150.0,19431.0,1810.0,8679.0,431182.0,1050.0,235.0,4000.0,7745.0,1200.0,133.0,38697.0,15.0,6638.0,970.0,230.0,3410.0,973.0,1700.0,1900.0,241.0,1531.0,2035.0,220.0,17123.0,-1,6990.0,39500.0,15.0,81.0,200.0,142.0,-1,21497.0
2007,5.0,3207.0,445.0,42.0,6691.0,2100.0,13779.0,9800.0,-1.0,866.0,14808.0,15102.0,11019.0,4804.0,42647.0,10375.0,301.0,85.0,43906.0,700.0,-1.0,20.0,14.0,11478.0,572.0,924.0,400.0,44.0,25900.0,282.0,90.0,216.0,80.0,-1.0,331.0,8980.0,28.0,2489.0,835.0,3950.0,4022.0,72.0,328212.0,2114.0,3650.0,1982.0,1600.0,28.0,2895.0,5086.0,500.0,15.0,12000.0,1305.0,75.0,4714.0,-1,1528.0,325000.0,54550.0,2889.0,5832.0,1200.0,112178.0,442.0,2238.0,70.0,7791.0,-1.0,34.0,80.0,5083.0,17200.0,26328.0,10600.0,801.0,165.0,42.0,8500.0,8840.0,17.0,1200.0,272.0,35410.0,33271.0,2767.0,-1.0,305.0,72240.0,3840.0,100.0,21000.0,1825.0,8500.0,443859.0,1100.0,365.0,4289.0,7700.0,860.0,194.0,37343.0,15.0,5603.0,1000.0,250.0,2486.0,1010.0,1850.0,1954.0,300.0,1831.0,1979.0,701.0,17023.0,-1,5968.0,40098.0,20.0,46.0,200.0,125.0,-1,20000.0
2008,5.0,3081.0,518.0,45.0,6670.0,1942.0,21989.0,10900.0,-1.0,897.0,15193.0,17198.0,11303.0,3900.0,42965.0,9473.0,302.0,80.0,44247.0,710.0,-1.0,30.0,16.0,10969.0,691.0,559.0,74.0,45.0,26000.0,272.0,89.0,222.0,83.0,-1.0,374.0,8880.0,27.0,2273.0,928.0,4000.0,4170.0,74.0,330086.0,1958.0,4026.0,1925.0,1552.0,30.0,3030.0,5000.0,530.0,16.0,11000.0,1196.0,70.0,5100.0,-1,1547.0,327000.0,47050.0,2924.0,7051.0,1315.0,125644.0,599.0,2671.0,70.0,9263.0,-1.0,34.0,100.0,4649.0,18000.0,26004.0,9100.0,800.0,129.0,41.0,8000.0,8800.0,14.0,1300.0,260.0,34720.0,36988.0,2811.0,-1.0,325.0,73038.0,3928.0,150.0,19312.0,1800.0,8141.0,457247.0,1146.0,367.0,7500.0,8817.0,500.0,100.0,30629.0,15.0,5278.0,1020.0,250.0,3426.0,892.0,1650.0,2007.0,270.0,1744.0,1951.0,982.0,16582.0,-1,6393.0,37316.0,13.0,43.0,200.0,111.0,-1,22000.0
2009,5.0,2974.0,525.0,49.0,6359.0,1967.0,21717.0,9012.0,-1.0,962.0,13614.0,17483.0,11523.0,3600.0,43281.0,9795.0,313.0,83.0,44579.0,730.0,-1.0,25.0,14.0,11949.0,596.0,134.0,128.0,46.0,25400.0,280.0,89.0,229.0,90.0,-1.0,390.0,10180.0,26.0,2198.0,1022.0,4100.0,4193.0,74.0,352979.0,1981.0,4160.0,1884.0,1850.0,31.0,2591.0,5498.0,1413.0,13.0,14501.0,1345.0,42.0,3707.0,-1,1883.0,350000.0,54400.0,2958.0,8240.0,1377.0,130066.0,752.0,2728.0,70.0,9557.0,-1.0,35.0,111.0,4760.0,18200.0,27007.0,11216.0,2265.0,105.0,40.0,7500.0,7843.0,7.0,1400.0,226.0,35620.0,38288.0,2733.0,-1.0,363.0,66644.0,3546.0,200.0,18626.0,2000.0,8177.0,470539.0,1255.0,391.0,12370.0,9599.0,1000.0,18.0,31383.0,14.0,5462.0,1040.0,251.0,3115.0,785.0,1850.0,2000.0,373.0,1949.0,2271.0,738.0,16486.0,-1,5771.0,34662.0,16.0,46.0,245.0,83.0,-1,23000.0
2010,5.0,3231.0,550.0,51.0,6064.0,1992.0,21274.0,9119.0,-1.0,1170.0,13698.0,18970.0,10693.0,3500.0,43596.0,8970.0,321.0,84.0,44903.0,739.0,103.0,24.0,14.0,13052.0,865.0,1400.0,174.0,47.0,24800.0,300.0,90.0,236.0,95.0,-1.0,439.0,9790.0,26.0,2268.0,1116.0,3800.0,4251.0,73.0,364736.0,2006.0,4787.0,1850.0,1493.0,32.0,1686.0,5878.0,1139.0,13.0,21332.0,1549.0,15.0,3792.0,-1,1716.0,361500.0,53200.0,2402.0,7911.0,1411.0,133871.0,1508.0,2797.0,75.0,8573.0,-1.0,36.0,120.0,5248.0,18000.0,25879.0,9341.0,4212.0,70.0,39.0,7618.0,7456.0,5.0,1800.0,987.0,37600.0,39164.0,3000.0,-1.0,443.0,56597.0,4572.0,200.0,18958.0,2100.0,7975.0,483048.0,1202.0,447.0,8365.0,7502.0,736.0,512.0,32100.0,13.0,5251.0,1100.0,253.0,3410.0,726.0,2900.0,2050.0,488.0,2664.0,2355.0,369.0,17275.0,-1,6242.0,34889.0,10.0,47.0,264.0,250.0,-1,24000.0
2011,5.0,2922.0,580.0,58.0,6451.0,2018.0,20650.0,8035.0,-1.0,1236.0,14496.0,13287.0,9669.0,3100.0,43908.0,8820.0,331.0,87.0,45221.0,737.0,104.0,22.0,14.0,12272.0,820.0,971.0,231.0,49.0,27100.0,350.0,88.0,243.0,101.0,-1.0,412.0,10410.0,26.0,2390.0,1209.0,3452.0,4310.0,72.0,377427.0,2032.0,4592.0,1890.0,1411.0,32.0,2181.0,5673.0,1079.0,13.0,20891.0,1545.0,31.0,3820.0,-1,1767.0,374500.0,56600.0,2447.0,8074.0,1472.0,137666.0,1603.0,3099.0,70.0,8321.0,-1.0,37.0,130.0,5198.0,17900.0,25394.0,9996.0,4443.0,75.0,37.0,7929.0,7510.0,7.0,472.0,62.0,37029.0,39143.0,2941.0,-1.0,247.0,56788.0,3780.0,200.0,18721.0,1987.0,7800.0,494726.0,1213.0,524.0,3662.0,8110.0,885.0,454.0,31206.0,13.0,6569.0,1200.0,255.0,3184.0,676.0,2830.0,2132.0,400.0,1581.0,2630.0,429.0,18113.0,-1,6986.0,35520.0,100.0,57.0,265.0,171.0,-1,23000.0
2012,5.0,2509.0,600.0,28.0,6278.0,2300.0,12868.0,5802.0,-1.0,713.0,14312.0,11012.0,10588.0,3200.0,44218.0,10450.0,360.0,80.0,46000.0,750.0,105.0,25.0,20.0,14088.0,708.0,807.0,205.0,50.0,26000.0,500.0,85.0,280.0,175.0,-1.0,524.0,10170.0,22.0,2288.0,1286.0,3800.0,-1.0,75.0,382514.0,2320.0,6146.0,1900.0,1516.0,30.0,2566.0,4518.0,950.0,12.0,21547.0,1565.0,43.0,3827.0,-1,1637.0,380000.0,53400.0,2269.0,8528.0,1533.0,141453.0,1664.0,3642.0,70.0,8726.0,3000.0,40.0,107.0,5136.0,17800.0,26095.0,9944.0,5287.0,138.0,32.0,10784.0,7885.0,7.0,550.0,529.0,37360.0,39659.0,3000.0,1500.0,421.0,52381.0,3913.0,200.0,18485.0,1800.0,8000.0,510000.0,1300.0,505.0,3312.0,9300.0,838.0,419.0,34001.0,11.0,5370.0,1250.0,250.0,2951.0,631.0,2820.0,2000.0,400.0,1407.0,2787.0,702.0,18107.0,-1,6427.0,30906.0,100.0,60.0,260.0,176.0,-1,22000.0
2013,5.0,3028.0,570.0,46.0,6001.0,2074.0,20034.0,6845.0,-1.0,205.0,14175.0,6161.0,10938.0,3100.0,44527.0,9459.0,340.0,79.0,45076.0,753.0,105.0,72.0,20.0,13138.0,284.0,764.0,353.0,50.0,57920.0,400.0,88.0,261.0,159.0,-1.0,510.0,10440.0,25.0,1842.0,1373.0,3267.0,-1.0,66.0,388033.0,2094.0,286.0,1898.0,1547.0,34.0,2558.0,4069.0,670.0,14.0,21853.0,1667.0,42.0,3759.0,-1,1081.0,385000.0,53925.0,2533.0,9165.0,1597.0,145230.0,2323.0,3963.0,70.0,9480.0,4000.0,35.0,55.0,5027.0,16600.0,26411.0,9726.0,5820.0,116.0,39.0,11628.0,7782.0,7.0,1000.0,970.0,36510.0,40635.0,3100.0,1700.0,380.0,55865.0,4441.0,300.0,18251.0,1997.0,8000.0,510000.0,1239.0,550.0,3594.0,8089.0,852.0,388.0,32996.0,12.0,3934.0,1267.0,261.0,3953.0,588.0,2917.0,2000.0,451.0,624.0,2867.0,578.0,18330.0,-1,6393.0,27034.0,100.0,58.0,260.0,205.0,-1,21600.0
2014,5.0,2710.0,578.0,53.0,3356.0,2035.0,20056.0,5867.0,-1.0,205.0,13727.0,5845.0,9502.0,3550.0,44834.0,9659.0,343.0,81.0,53893.0,770.0,106.0,145.0,20.0,12677.0,299.0,793.0,345.0,52.0,54100.0,350.0,91.0,262.0,134.0,-1.0,535.0,10291.0,27.0,2638.0,1518.0,3478.0,-1.0,52.0,394828.0,2055.0,252.0,1890.0,1568.0,35.0,2543.0,3987.0,710.0,15.0,15121.0,1642.0,49.0,3386.0,-1,1741.0,392114.0,60134.0,2429.0,9822.0,1662.0,148998.0,2333.0,4261.0,68.0,8760.0,4000.0,35.0,50.0,5141.0,16200.0,25843.0,8096.0,5075.0,109.0,40.0,10052.0,7470.0,6.0,1012.0,1345.0,35790.0,43300.0,3007.0,2000.0,394.0,52759.0,4341.0,300.0,18018.0,1910.0,8184.0,519159.0,1247.0,620.0,2839.0,8269.0,699.0,482.0,33318.0,15.0,4139.0,714.0,268.0,2696.0,549.0,3138.0,2029.0,516.0,915.0,2546.0,919.0,18353.0,-1,6257.0,25050.0,100.0,62.0,290.0,177660.0,-1,22300.0
