,USSR,Burkina Faso,France,Trinidad and Tobago,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Rwanda,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Argentina,Turkey,Angola,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Algeria,Kazakhstan,Uruguay,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Sudan (former),Morocco,Chile,Honduras,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Japan,Afghanistan,Guinea-Bissau,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
2004,,2628.0,4000.0,160.0,576.0,5000.0,6039.0,251654.0,580.0,757982.0,292.0,905.0,1116.0,20000.0,916.0,151740.0,415.0,90.0,28.0,254.0,8000.0,2639.0,0.0,303948.0,5360.0,907.0,0.0,40838.0,5000.0,389.0,139.0,5491.0,68401.0,17150.0,1610.0,3274485.0,0.0,27213.0,5.0,460000.0,38500.0,10200.0,868.0,,85862.0,694.0,600.0,19610.0,3465.0,1900.0,4662.0,48500.0,16714.0,124700.0,41402.0,76.0,15339.0,0.0,,87935.0,22794.0,1505.0,6600.0,7200000.0,24.0,13000.0,25760.0,2250.0,1000.0,8904.0,,190500.0,2022.0,10600.0,7.0,309000.0,13200.0,100000.0,1600.0,63179.0,995.0,86900.0,3867.0,1052407.0,43000.0,6845.0,0.0,10200.0,1950.0,1156.0,14327.0,7213500.0,122177.0,235.0,1103.0,4005.0,270.0,19.0,190.0,50.0,2744.0,13500.0,61000.0,16800.0,4550.0,0.0,,579.0,1960.0,1084467.0,1480.0,39000.0,7.0,3500.0,8500.0,1843.0,23758.0,40.0,3876.0,36199.0,65000.0,80280.0,38849.0,95.0,937.0,761083.0,2300.0,6000.0
2005,,2210.0,3000.0,150.0,495.0,5000.0,6585.0,247795.0,574.0,650000.0,233.0,912.0,1617.0,15000.0,1507.0,154080.0,574.0,126.0,32.0,254.0,8000.0,2458.0,0.0,228773.0,8400.0,1268.0,0.0,40838.0,5000.0,377.0,453.0,4042.0,64487.0,15300.0,1750.0,3285750.0,0.0,26516.0,4.0,460000.0,27412.0,11890.0,542.0,,93866.0,653.0,600.0,18705.0,3484.0,1500.0,4770.0,47300.0,16733.0,136250.0,41248.0,74.0,15231.0,0.0,,88279.0,30426.0,1505.0,6875.0,7000000.0,27.0,13300.0,24822.0,2500.0,1000.0,9998.0,,158700.0,2112.0,10800.0,7.0,306000.0,13200.0,100853.0,1800.0,57039.0,1025.0,88000.0,3421.0,1057900.0,43000.0,5953.0,0.0,11300.0,2210.0,1076.0,16560.0,7013000.0,254143.0,283.0,875.0,4477.0,253.0,13.0,200.0,47.0,2914.0,13000.0,51000.0,16800.0,4550.0,0.0,,280.0,1872.0,1074987.0,1258.0,45000.0,7.0,3500.0,7600.0,2310.0,24951.0,24.0,4430.0,37922.0,74200.0,96640.0,40700.0,66.0,1016.0,836820.0,4400.0,6500.0
2006,,2027.0,3000.0,175.0,501.0,9000.0,4862.0,241478.0,242.0,786094.0,297.0,975.0,1152.0,15000.0,2184.0,159822.0,484.0,84.0,30.0,208.0,6192.0,2622.0,0.0,221564.0,8400.0,1346.0,0.0,40838.0,9000.0,403.0,410.0,4000.0,64785.0,14600.0,1754.0,3293250.0,2.0,28256.0,4.0,460000.0,26928.0,11270.0,631.0,,98568.0,614.0,600.0,19524.0,3838.0,1854.0,5202.0,47000.0,17743.0,122550.0,39187.0,76.0,15568.0,0.0,,86227.0,26834.0,1505.0,5991.0,6600000.0,28.0,13300.0,20356.0,3413.0,857.0,9527.0,,154220.0,2202.0,9500.0,6.0,312000.0,15600.0,101762.0,1600.0,50218.0,1050.0,88000.0,3308.0,1057500.0,43000.0,5622.0,0.0,11900.0,1820.0,1093.0,15015.0,6613000.0,258591.0,250.0,788.0,3482.0,444.0,11.0,200.0,47.0,3253.0,13000.0,45000.0,17850.0,4906.0,0.0,,240.0,1872.0,1075485.0,1392.0,45000.0,6.0,3500.0,18106.0,2310.0,22971.0,54.0,4412.0,39439.0,43236.0,93890.0,39204.0,75.0,1317.0,833236.0,4200.0,8000.0
2007,,4005.0,2000.0,175.0,457.0,3000.0,4707.0,284410.0,190.0,782040.0,271.0,1200.0,1171.0,15000.0,2575.0,162603.0,695.0,99.0,31.0,242.0,5892.0,2919.0,0.0,218066.0,17440.0,1065.0,0.0,39927.0,3000.0,410.0,445.0,5543.0,74033.0,13800.0,1772.0,3415305.0,3.0,28000.0,4.0,486000.0,29368.0,11268.0,1159.0,,104313.0,587.0,600.0,19041.0,4650.0,2036.0,4770.0,46300.0,17453.0,119100.0,48255.0,84.0,16129.0,0.0,,73769.0,27870.0,2520.0,7304.0,6600000.0,28.0,11000.0,23573.0,3601.0,763.0,10886.0,,167829.0,1548.0,9700.0,8.0,210000.0,10800.0,102685.0,1825.0,79889.0,1100.0,88000.0,3784.0,1127915.0,43000.0,8773.0,0.0,12800.0,2210.0,1332.0,9555.0,6613000.0,261574.0,269.0,1120.0,3354.0,458.0,12.0,200.0,50.0,3535.0,13000.0,59000.0,19950.0,5754.0,0.0,,106.0,1900.0,1078281.0,1380.0,45000.0,8.0,3500.0,18536.0,1863.0,28930.0,52.0,3099.0,39727.0,47559.0,84220.0,40340.0,84.0,1558.0,833694.0,4200.0,9500.0
2008,,4612.0,2000.0,156.0,365.0,3000.0,5172.0,276778.0,214.0,801270.0,366.0,938.0,1528.0,15000.0,2975.0,178195.0,1023.0,99.0,30.0,88.0,6112.0,3656.0,0.0,220795.0,14560.0,843.0,0.0,39830.0,3000.0,462.0,431.0,5391.0,79221.0,17200.0,1825.0,3143873.0,4.0,32548.0,4.0,512000.0,32872.0,19900.0,1659.0,,80565.0,494.0,750.0,19573.0,4350.0,1231.0,5175.0,45800.0,17474.0,91844.0,65988.0,92.0,18201.0,0.0,,75014.0,30000.0,5250.0,8930.0,6700000.0,22.0,12700.0,22498.0,2451.0,942.0,15103.0,,176901.0,1897.0,10800.0,8.0,219000.0,7200.0,123600.0,1560.0,72507.0,1200.0,89100.0,4433.0,1135353.0,47691.0,9757.0,0.0,8600.0,2275.0,1634.0,9555.0,6713000.0,271908.0,640.0,1365.0,3789.0,436.0,11.0,210.0,49.0,3582.0,13000.0,56000.0,21000.0,6251.0,0.0,,123.0,2000.0,1161894.0,1074.0,51000.0,8.0,4000.0,16743.0,2750.0,27500.0,69.0,3646.0,38250.0,49911.0,108550.0,41510.0,73.0,1664.0,830860.0,5000.0,12379.0
2009,,6687.0,4000.0,159.0,257.0,3000.0,3891.0,227069.0,186.0,893726.0,353.0,843.0,1413.0,20000.0,4004.0,188688.0,1232.0,99.0,29.0,132.0,6500.0,3792.0,0.0,211141.0,18127.0,1203.0,0.0,39900.0,3000.0,442.0,486.0,6937.0,123689.0,17600.0,1169.0,3214680.0,6.0,29000.0,4.0,547400.0,35274.0,19351.0,1673.0,,64334.0,384.0,1000.0,19659.0,5100.0,1313.0,5355.0,44200.0,16807.0,121632.0,47180.0,100.0,18626.0,0.0,,78892.0,29000.0,6160.0,9968.0,6750000.0,18.0,12200.0,22666.0,6999.0,718.0,12350.0,,175313.0,1825.0,11600.0,12.0,222000.0,6600.0,104563.0,1462.0,102266.0,1275.0,90200.0,4649.0,1152900.0,49532.0,10305.0,0.0,8700.0,2470.0,1882.0,9828.0,6763000.0,279589.0,256.0,1295.0,3924.0,353.0,14.0,200.0,49.0,3309.0,13000.0,40000.0,21840.0,7036.0,0.0,,172.0,2400.0,1168506.0,2056.0,57000.0,12.0,4000.0,18000.0,3271.0,20648.0,74.0,3012.0,73298.0,54902.0,100800.0,43435.0,79.0,1700.0,826060.0,5900.0,12562.0
2010,,6813.0,3000.0,187.0,261.0,2000.0,5149.0,246835.0,94.0,911744.0,356.0,948.0,1962.0,20000.0,3722.0,184238.0,1100.0,99.0,28.0,96.0,7498.0,3577.0,0.0,217004.0,19102.0,524.0,0.0,39970.0,2000.0,420.0,459.0,6040.0,94846.0,17500.0,1750.0,3300750.0,6.0,27000.0,4.0,565000.0,41256.0,19800.0,1823.0,,83046.0,388.0,1000.0,19938.0,4637.0,1711.0,5445.0,42300.0,20000.0,113471.0,83041.0,126.0,17474.0,0.0,,74200.0,28000.0,3150.0,10861.0,6800000.0,23.0,12300.0,27440.0,6465.0,1058.0,14563.0,,150774.0,1945.0,10615.0,12.0,214000.0,8400.0,117120.0,1422.0,100739.0,1410.0,90750.0,5678.0,1152800.0,49310.0,7642.0,14.0,9000.0,2730.0,2232.0,6263.0,6813000.0,296853.0,269.0,445.0,4019.0,409.0,15.0,200.0,61.0,3447.0,13000.0,42000.0,22050.0,7441.0,0.0,,164.0,2700.0,1200168.0,2485.0,59000.0,12.0,4000.0,15000.0,4323.0,18773.0,64.0,2209.0,77495.0,60392.0,109800.0,41766.0,71.0,2500.0,829150.0,5900.0,12600.0
2011,,6843.0,3000.0,194.0,180.0,7600.0,5774.0,221645.0,94.0,930178.0,217.0,956.0,2074.0,20100.0,3802.0,183946.0,1051.0,90.0,32.0,88.0,7970.0,7698.0,0.0,185682.0,29071.0,318.0,0.0,39410.0,7600.0,419.0,477.0,7278.0,97178.0,16000.0,980.0,3206250.0,7.0,29000.0,4.0,558800.0,37928.0,19880.0,1833.0,,86840.0,302.0,1100.0,19852.0,4619.0,1700.0,4500.0,37000.0,20000.0,143191.0,61711.0,128.0,16090.0,0.0,,79800.0,29000.0,4550.0,10424.0,7000000.0,23.0,12200.0,27300.0,6394.0,1005.0,14190.0,,151137.0,1692.0,11001.0,12.0,223000.0,8240.0,123920.0,1675.0,71942.0,1536.0,90750.0,3957.0,1142300.0,47100.0,8241.0,37.0,9200.0,2860.0,2629.0,20715.0,7013000.0,310000.0,2000.0,1601.0,3839.0,432.0,16.0,200.0,62.0,3367.0,13000.0,44000.0,21525.0,7490.0,0.0,,176.0,3000.0,1271950.0,2960.0,56000.0,12.0,4000.0,11276.0,4400.0,23044.0,72.0,1963.0,79952.0,71787.0,106600.0,42350.0,84.0,2540.0,829150.0,5300.0,12500.0
2012,,6943.0,2000.0,201.0,225.0,10400.0,6815.0,267763.0,98.0,1087000.0,314.0,1142.0,2194.0,23000.0,3392.0,209353.0,1541.0,90.0,40.0,107.0,7193.0,7379.0,0.0,181398.0,24000.0,594.0,0.0,38290.0,10400.0,595.0,490.0,10888.0,104252.0,20045.0,994.0,3296250.0,1.0,31000.0,4.0,587000.0,37232.0,14367.0,2019.0,269.0,89000.0,355.0,1150.0,19479.0,4376.0,2300.0,5293.0,36000.0,20400.0,146570.0,60475.0,132.0,16037.0,0.0,,79100.0,29500.0,4760.0,11875.0,7100000.0,23.0,11600.0,26600.0,8337.0,1010.0,13848.0,,139117.0,1703.0,11400.0,12.0,230000.0,9991.0,104000.0,1120.0,83545.0,1084.0,89925.0,5980.0,1137200.0,45000.0,7598.0,37.0,9300.0,2925.0,2730.0,12140.0,7112100.0,310000.0,,875.0,3360.0,413.0,16.0,200.0,62.0,3655.0,12100.0,44000.0,21525.0,9450.0,0.0,2000.0,169.0,2500.0,1312128.0,3272.0,54000.0,12.0,5000.0,9153.0,5390.0,23642.0,51.0,2041.0,82134.0,67142.0,91200.0,41800.0,95.0,2620.0,824000.0,8000.0,11500.0
2013,,7213.0,2000.0,266.0,208.0,11400.0,4895.0,264960.0,114.0,1036000.0,281.0,1545.0,1987.0,32000.0,3580.0,204874.0,1328.0,136.0,34.0,41.0,8158.0,6711.0,0.0,178407.0,30120.0,1541.0,0.0,46500.0,11400.0,311.0,458.0,9686.0,93852.0,20077.0,1537.0,3289125.0,1.0,33000.0,5.0,605900.0,38912.0,14000.0,2067.0,269.0,73000.0,377.0,1200.0,20002.0,4608.0,2300.0,5097.0,36000.0,16203.0,154790.0,68418.0,79.0,16316.0,0.0,,74060.0,29300.0,4760.0,14000.0,7000000.0,23.0,12700.0,25200.0,9474.0,1020.0,12010.0,,164110.0,1629.0,11400.0,12.0,233000.0,9991.0,76947.0,1139.0,86150.0,1187.0,90200.0,6578.0,1131949.0,43900.0,9448.0,37.0,9500.0,3094.0,2983.0,10000.0,7015000.0,310000.0,,771.0,3584.0,382.0,16.0,200.0,60.0,3683.0,15000.0,45000.0,23100.0,5950.0,0.0,2000.0,212.0,2600.0,1321214.0,4568.0,55800.0,12.0,4000.0,9927.0,6600.0,24926.0,51.0,2465.0,75991.0,58854.0,91000.0,93014.0,81.0,2620.0,834300.0,7000.0,8967.0
2014,,7213.0,2000.0,266.0,208.0,11400.0,4895.0,264960.0,114.0,984000.0,281.0,1545.0,1987.0,32000.0,3580.0,240145.0,1328.0,136.0,34.0,41.0,8710.0,6711.0,0.0,178407.0,30120.0,1541.0,0.0,46500.0,11400.0,311.0,402.0,9686.0,93852.0,20077.0,1537.0,3289125.0,1.0,33000.0,5.0,605900.0,38912.0,14000.0,2067.0,269.0,73000.0,377.0,1200.0,20002.0,4608.0,2300.0,5097.0,36000.0,16203.0,154790.0,68418.0,79.0,16316.0,0.0,,74060.0,29300.0,4640.0,14000.0,7000000.0,23.0,12700.0,25200.0,9474.0,1020.0,12010.0,,146192.0,1629.0,11400.0,11.0,233000.0,9991.0,76947.0,1139.0,86150.0,1187.0,90200.0,4942.0,1131949.0,43900.0,9448.0,37.0,9500.0,3094.0,2983.0,10000.0,7015000.0,310000.0,,771.0,3584.0,382.0,16.0,200.0,60.0,3683.0,15000.0,41000.0,23100.0,5950.0,0.0,2000.0,109.0,2600.0,1350744.0,4568.0,55000.0,11.0,4000.0,9730.0,6600.0,24926.0,51.0,2465.0,75991.0,58854.0,91000.0,93014.0,81.0,2620.0,834300.0,3000.0,8967.0
